74.868828,47.565872,27.958026,0.630002,19.607846,0.259702
18.631491,317.455706,92.241735,16.414223,225.213971,11.644813
1.600719,639.976224,20.107119,270.060758,619.869105,261.575843
156.495736,25.428144,22.434911,0.162241,2.993233,0.019098
8.335220,41.512301,41.512301,4.916312,-0.000000,-0.000000
2.528917,1021.543880,15.054124,372.257102,1006.489756,366.771283
71.036426,19.628182,14.361318,0.276282,5.266864,0.074135
70.247667,124.184725,29.853825,1.767232,94.330900,1.342392
19.569083,123.990127,91.287477,6.216315,32.702650,1.639566
1.601893,25.748396,19.945464,15.819939,5.802932,3.565350
156.076036,36.581896,24.544153,0.234231,12.037743,0.077077
6.029041,39.138646,39.138646,6.481813,-0.000000,-0.000000
1.733465,23.220630,14.801864,13.378255,8.418766,4.850359
65.166346,21.003979,14.910060,0.321417,6.093919,0.093253
85.072035,51.229142,28.446340,0.600000,22.782802,0.266834
19.288823,103.342330,88.549190,5.269033,14.793140,0.754246
1.598346,28.980245,19.860872,18.052015,9.119373,5.680527
148.965758,26.801326,20.974825,0.174144,5.826501,0.037858
6.395941,42.343096,42.343096,6.569658,-0.000000,-0.000000
1.713443,27.853733,14.989884,16.233480,12.863849,7.497201
77.497322,18.749386,15.001521,0.241361,3.747866,0.048246
