78.075794,102.811603,1.316199,29.723158,73.088445,0.935682
18.732869,110.781986,5.863637,91.443721,19.338265,1.023565
1.592081,23.804861,14.944598,19.953008,3.851853,2.418179
6.171316,41.150788,6.617157,41.150788,-0.000000,-0.000000
1.703768,19.429663,11.366125,14.781162,4.648501,2.719318
94.144259,65.404072,0.681581,36.222113,29.181959,0.304107
19.643658,109.930111,5.680622,84.724397,25.205714,1.302501
1.585660,21.938564,13.791955,19.872626,2.065938,1.298778
6.226163,40.739513,6.509843,40.739513,0.000000,0.000000
1.708976,19.361742,11.297060,14.977627,4.384115,2.558014
